cell_id,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30
Cell_222,1.331830138,0.447878146,0.515296971,1.001356756,0.296268731,0.948973031,1.480952518,5.096147378,0.728411179,1.022289019,5.63438725,3.846443215,3.134884636,6.855973533,7.55234075,0.832605964,0.605539636,0.511578526,2.009770689,3.199217614,1.660989361,2.069218759,2.692366826,3.973631513,1.710818956,0.796274764,2.183993017,2.939074952,0.921256717,0.068718982
Cell_223,0.774655695,0.814498695,1.091040873,1.803555273,2.051376852,0.867598973,1.900234755,1.778898355,1.754167593,0.543554447,5.118904637,4.904281613,4.180217454,3.816418433,4.726448503,2.476981031,1.892835081,0.663147692,1.334836091,1.824441236,0.711162812,2.178624283,0.128555623,2.163072897,2.050114076,1.514974034,0.96777185,0.471472514,1.234626196,1.730566766
Cell_224,2.216166436,0.573557256,0.818494912,0.846405252,0.211372304,3.060392447,3.285311406,0.513581089,4.350635427,0.99695475,4.430486189,4.90250195,3.045630323,4.449693547,2.852069661,0.088930198,1.446870679,1.948096125,0.675628434,1.36376298,3.175853063,0.992343243,0.282240207,2.371519696,0.853489143,0.625807717,0.92666772,0.895818605,0.148595045,1.557485086
Cell_225,1.533624281,0.951656095,1.433715416,2.054971353,1.514647654,0.598189383,0.466036453,4.828183402,1.547469041,1.051473134,5.324447166,3.10575188,4.764598834,3.739084987,4.051686652,1.115249844,0.403586489,1.00042072,0.880600687,1.684178716,3.713515359,2.207530871,1.544126552,1.342513646,1.588460932,3.373884705,1.843697844,0.107190014,0.428186908,2.721379325
Cell_226,1.512823615,3.324185919,2.098798869,1.305161181,1.285528208,0.673179662,0.978408667,0.309753597,0.524226597,0.39631305,1.16123037,0.7504312,0.172889808,1.870414536,0.824366471,6.597194001,5.018174748,4.051025281,3.764777989,3.683057657,2.024245875,2.182078862,1.188951468,1.483381925,2.780762595,2.102992142,1.55326328,0.326795334,0.540275057,0.850809998
Cell_227,0.901795801,0.595455313,0.524416783,0.936588136,1.357329404,1.806012744,0.153900187,0.757280075,0.182254441,1.175401472,1.158360163,1.074630222,0.932588679,0.771514206,1.078871994,5.575936385,3.218938131,3.947717256,3.766279004,4.953073839,0.330514405,0.271846144,0.316823883,1.065351544,3.919531337,3.470408957,1.483925909,0.307399272,3.441364935,3.577684204
Cell_228,0.500423059,1.188417839,2.184699933,3.109106657,1.038821718,2.361103852,1.607229558,1.534649036,1.419030206,4.056853204,1.250028051,1.778548548,4.074507214,1.883222195,0.718492438,4.134879214,3.757489504,4.117385689,4.127586051,3.860119619,1.420494311,0.20225428,4.737441185,1.059148289,1.19272333,3.397459794,1.861955872,0.820666925,0.929991507,2.705708695
Cell_229,2.996976293,0.739795886,3.337083731,0.2257262,3.673980045,1.629984726,3.305191585,2.021069926,0.785708419,1.108156619,0.813773719,0.606203616,1.797566002,0.145257459,1.048462655,3.554231591,3.443040458,5.00127065,5.686598658,5.708596641,1.76384098,1.343515778,0.443185134,1.021712698,0.781604649,1.312115712,0.573257281,2.820619318,0.218478322,0.687392841
Cell_230,0.979006575,1.802331147,1.809756647,2.503035399,2.233733673,1.037335191,2.376316028,1.048234263,0.197649504,0.227969469,0.951524118,0.405824077,1.111697131,2.286482547,0.866704354,3.317159774,5.603616538,3.791064879,3.252945806,9.230607789,2.505661106,2.988381755,0.888520095,4.85750865,0.500621132,0.202430139,5.495967914,0.11565109,0.78652771,1.922192379
Cell_231,0.89952902,0.640739916,1.251525763,1.182270047,1.384414031,3.205128685,2.012905095,1.008295143,1.546034086,1.075044563,1.653943907,0.575017593,0.811932154,2.515691625,0.397887547,5.938819183,7.091573578,3.803528079,3.644184773,3.438583763,3.876037203,0.377635322,0.406422054,0.112351168,0.795413072,1.424140463,3.492068833,0.868956096,1.873402394,0.620898518
Cell_232,0.323040007,3.132793483,1.388605973,2.006998751,1.35203623,0.190935383,2.503563715,0.581481535,1.789145525,0.345990916,0.377936274,0.631686178,0.472402981,0.305535618,5.392145595,4.427780095,2.69779109,2.92193492,2.849047549,4.858584825,2.127392468,1.424515839,1.178031688,0.213716719,1.84317858,0.195284522,0.972738743,1.510534978,1.55680747,1.341805066
Cell_233,1.393102409,1.29390309,0.261023909,0.243674301,2.308418767,2.335579871,0.371959376,1.36058653,1.612231091,1.179297258,2.581280499,0.760493908,0.829305466,2.603335968,0.270918798,5.273904625,7.21109058,4.258598044,4.007729693,3.561593077,1.354575121,0.557687567,0.89088922,1.591047008,0.478954804,0.34335858,0.69056225,3.309492297,1.617872909,0.549324089
Cell_234,0.613350769,2.869569224,0.241009785,3.257698406,0.459635765,3.157288324,2.296437844,0.399079322,2.025063577,0.172434723,2.660715181,0.388292718,2.665708069,0.261792355,0.418518593,7.62102035,4.46305144,3.264980384,4.079477262,4.386604991,0.936983358,1.435055671,2.894802151,2.246050498,1.830265788,0.451784857,0.25777243,1.090916251,2.286152265,0.082088437
Cell_235,0.734916711,1.730607913,3.209869173,1.084316625,0.684724062,1.179389364,1.834127316,0.148326946,0.428441902,0.488853918,0.828104656,2.762174276,0.38674579,0.59052671,0.246302636,3.325557712,3.195153941,4.112637065,9.306998912,4.70094428,1.127740204,1.808921036,0.651050953,5.13481084,2.354191183,2.100855521,3.29187573,4.230576184,0.39858745,2.995507073
Cell_236,1.698419303,1.498473199,3.84018266,0.440719022,1.145537872,1.009005867,1.677980709,1.743694689,2.902063481,1.239522662,4.079822348,1.839457667,0.389389689,0.66861731,2.095333395,4.400426748,4.605822434,8.389520617,4.25319828,4.032501625,1.03650646,0.76763417,0.496679412,4.774119409,1.725200743,0.319227399,3.789207607,0.576059148,1.475541318,1.290525228
Cell_237,0.204647992,0.091847322,2.292946997,3.148065052,1.557528938,7.114227526,0.627954424,0.136759448,1.769777302,0.42715751,1.140192971,2.713905711,0.709910966,1.141341818,3.03497512,4.348979381,4.413514888,4.782605071,4.18395248,4.033120694,1.182980618,0.631437424,1.696504964,0.646272549,0.738742959,0.436064133,3.223413691,0.264221756,4.618904949,1.080694215
Cell_238,0.813800317,0.437083627,0.488735411,0.642563931,8.496911752,0.641315236,1.807396971,0.963459648,4.903230378,1.452155604,0.325977868,0.759398652,6.287886667,2.357798689,1.151757812,4.30898451,3.569369197,3.814412102,3.411397926,5.585242553,1.925252848,1.356464651,3.562440675,2.173911141,0.242380206,1.197794017,2.460243231,1.208280833,1.312942641,0.179464465
Cell_239,0.662924472,1.819230565,1.041290818,0.218196633,2.430680623,0.998697189,1.295517758,0.245986949,0.150026194,1.359375398,3.231162994,2.371854738,2.106666044,1.465528941,0.305706629,2.674394954,10.02076888,3.96091999,3.324549433,4.736997998,0.434980087,0.767475019,4.536494893,1.624738104,1.961366535,1.079409049,2.915304235,2.854931022,0.968859641,1.203634778
Cell_240,3.297941194,1.269367207,0.863508269,0.924945887,0.761785215,1.255222732,0.786833987,1.252251921,0.587802582,1.652887526,1.86361966,2.138986297,1.892152827,2.743444151,1.344712213,3.234733064,4.345748966,4.195970011,3.640474613,3.612105431,0.639585018,2.447873934,2.070003701,1.508495786,5.936423323,1.659621502,0.533289295,0.482724239,1.889897447,3.685612886
Cell_241,1.227530939,1.702485063,1.778343047,6.102714373,2.620546372,3.136935165,0.510197075,0.714749523,0.660048094,0.987323452,1.314837498,1.603581275,1.150619563,0.644587994,0.399986992,4.151762846,5.402003379,4.186114963,3.341743513,5.425023318,0.987948964,0.271867905,1.213758188,2.741201686,0.829715591,0.033053579,0.940197923,0.611696206,1.417640148,1.239575373
Cell_242,0.761256486,0.716065548,3.382423407,1.881133424,1.831945706,2.484180889,0.980227675,4.078897919,1.617432061,1.357317216,1.600332881,0.937178834,0.641958789,2.949324179,0.359579271,3.164537736,3.32677207,3.463773111,3.637935571,3.1534399,0.531803705,1.679200062,1.034641512,2.571182342,0.357238173,0.432953087,1.469903843,0.614242761,0.892356968,0.387106738
Cell_243,0.356775482,0.590567625,2.690310568,0.263689648,2.936212041,2.494784667,0.759171407,1.235408197,1.573168395,2.099655027,0.432383167,2.298989208,1.325060367,0.46867943,1.337739534,3.259909556,4.991440056,3.71159286,4.576371722,4.739321325,3.246836437,2.003061274,1.72684665,0.16460455,2.623355539,0.826226416,0.387557856,5.252884026,0.613559205,3.515880885
Cell_244,1.59022847,1.890629611,1.205811676,0.482713425,2.194227978,1.495759864,1.477310333,1.30251441,0.961180194,2.206793337,1.849570049,2.405011731,1.001765278,0.928272886,0.726631331,4.25290903,3.51671339,10.64752376,4.105200503,6.6704979,0.80856713,1.98049356,4.342434854,1.891925386,4.159097174,3.022179511,0.447531069,2.222078172,1.656193664,0.600242839
Cell_245,2.825429431,0.344014415,2.686058841,2.245486893,1.359608156,0.686766291,2.197109626,0.108769289,0.559728401,1.222528337,1.360569269,0.574623312,0.589771341,1.94150808,0.462188063,2.83558287,2.756028564,4.026028354,3.619284925,2.734187507,0.264351479,3.315715367,0.62594882,1.692261831,0.428062557,3.69036091,0.159741058,3.068024347,1.356506808,2.151563106
Cell_246,3.353131534,1.538638883,4.434900162,3.311668239,2.096969569,2.919186238,1.242797393,0.48765142,6.436429703,1.319961206,1.602856288,0.281793646,3.511568171,1.566252917,1.940016611,5.604831963,3.661406103,6.371661342,4.599803774,2.904754292,2.928208236,1.140152787,0.677329999,0.185846823,0.877558862,0.786233564,3.177614902,0.726020641,0.243563183,1.957072494
Cell_247,3.301454226,0.93479177,5.091023076,2.899838957,3.526573856,1.911328171,1.739125054,0.693795557,4.277847227,3.760886788,4.346884857,1.248894634,0.949958793,2.374087716,0.824733173,4.140326282,3.820340008,3.727979578,5.728991898,7.733705608,2.447081909,2.784911882,4.845976464,0.569720857,0.467179244,1.516735699,0.405668843,1.70177885,0.423565014,0.529033926
Cell_248,0.189231399,1.589615295,0.30135955,1.986609452,2.261091722,0.640611099,2.516792215,2.296948595,3.021110497,0.584847461,0.559741596,2.165990105,1.498539143,1.622263965,3.67872331,6.287725979,4.804415532,4.852026245,6.353458599,3.965982949,0.390151463,0.723298419,0.633610473,2.098202215,0.960923262,1.10852723,0.768467944,1.26665022,4.091860527,0.184786058
Cell_249,4.659688511,1.574930099,0.81950303,0.919044096,0.518918339,0.105714259,0.426738835,1.271065131,1.024648192,1.887161707,0.775706508,0.674628175,5.85579621,0.533637689,0.570589016,5.547352656,5.242058615,3.316041369,5.379848968,3.806180653,0.784056564,2.170850873,1.290792225,0.116803954,2.172790007,1.128934348,3.854234755,2.533757452,1.506106391,0.901209822
Cell_250,1.259780946,0.504961837,1.505802171,4.072546192,5.081509682,3.223547682,1.432703423,0.24349315,1.192108215,2.665037454,2.436888175,1.092024218,1.013281036,1.766588488,1.329255243,4.547583445,3.712918547,6.594459629,3.211012616,4.149702403,1.010756732,1.466460756,1.292606196,1.217818585,0.46476948,1.291024535,2.127519185,1.509943473,0.424127064,1.387549362
Cell_251,1.312144875,0.923834618,1.523941174,0.696044768,2.202047051,4.857354535,2.35463619,0.586963695,2.107552794,2.539767625,1.743407051,1.893993563,1.18843264,0.351519823,1.116896486,3.909669513,4.173883883,3.410150115,3.181230138,7.643637964,1.269321859,0.786007998,0.198557044,2.438500733,1.552304651,5.365287401,0.640668989,3.256120463,1.116572229,0.527576259
Cell_252,0.875729273,1.40586456,0.786925152,0.366633752,0.507859531,1.960649519,0.440193273,0.687953882,0.458664476,1.585703946,7.31925137,1.89515031,0.609994619,1.584251577,0.649038718,4.936317188,6.678377327,3.923104749,3.958687825,4.820641829,2.606938215,2.156243697,0.91291528,2.157235614,1.472549658,0.844587632,0.858186154,1.435028023,1.657868689,1.092203692
Cell_253,1.691302741,0.592857556,0.419034912,0.239288158,1.935060631,0.211701318,1.677058452,0.797801951,0.940833447,0.953434878,6.420716988,0.708000674,0.49250702,4.662629304,0.273087809,3.003181479,6.00158324,5.138158807,4.531260355,3.810772929,0.096573165,3.930634869,2.161994054,3.61851279,2.838084704,1.79701467,0.688921806,0.43329467,3.052318721,0.799547851
Cell_254,0.461140361,0.640585311,3.196402209,0.513516325,0.85935378,1.117513004,1.503999147,0.471437005,1.084523365,2.511656731,5.371477656,0.383162774,0.456146011,0.532960695,2.050088199,3.310316987,4.058429897,3.966343994,8.579715662,2.890406759,0.661184266,2.048667359,1.580094763,0.616935072,3.366255696,0.262804048,1.149803631,0.897651606,1.062409256,0.611249172
Cell_255,1.084030997,1.433816671,0.043112846,0.768372355,0.537776668,4.440911643,1.748085956,0.50601023,0.729115186,0.929890633,0.71344893,1.857909914,3.893225996,0.877437876,5.35097924,2.833376775,4.884625712,2.97830286,6.816899174,3.18559873,1.712556389,0.459401779,0.020938574,1.582985964,2.201647442,1.118817501,0.322759299,6.130142855,2.134437417,1.382479562
Cell_256,2.936022721,0.712941889,4.767433686,2.166118262,2.723426085,0.860565461,0.363920055,1.400257086,0.744358305,5.182287725,0.25247323,3.558361627,0.154634339,0.457355154,0.149571341,3.714148202,4.442544167,4.402964818,4.553013735,3.484745575,0.072804862,0.429707262,0.851826088,2.839132228,1.321878186,0.751914061,0.213965389,1.3738682,3.369291102,0.888690592
Cell_257,0.479014088,1.933828502,2.927624707,1.009009033,2.122877387,0.791382672,2.205791156,3.499855945,2.47461955,1.869129588,4.402403445,0.931842374,1.868474388,0.961851651,1.869396711,5.745864106,5.459791653,3.996626742,2.914539823,3.621369186,2.079432763,1.573503585,1.776151224,2.249485574,0.363218967,2.343100009,4.564888807,0.8518028,2.646105727,1.307608226
Cell_258,1.735423807,2.448303717,1.565818633,0.80254901,1.626602743,0.476502885,0.219708001,3.671295373,1.810826657,2.158360105,1.489938229,0.155731867,3.480335261,0.804164657,0.969341192,6.550958275,2.799217409,3.941725081,3.955444741,3.153168456,1.328378525,0.52529412,3.596132945,0.19785601,0.308941071,0.889590862,1.196268251,0.616011119,2.278229798,1.013576222
Cell_259,1.899274317,3.39941189,4.295647126,0.910219469,1.318571828,1.558756206,0.939205539,0.420085929,2.776100047,0.420345067,2.994265729,1.783485936,1.508554196,0.572935065,0.097118424,6.514915929,4.014092253,4.649954508,4.908686902,4.661015404,1.52412156,1.76187087,1.417731677,0.50489647,0.200625644,0.621728612,0.837555151,3.538985321,0.325893654,3.932358087
Cell_260,4.915896392,0.645379651,4.787261031,1.05635825,0.900445264,3.541328916,1.464754205,1.281453218,0.612371345,0.671554068,1.322388133,3.540024794,0.328210976,1.109040709,0.251702856,3.618541408,5.810618102,3.749136254,6.005059865,3.58551095,0.693826925,0.115405219,2.882035225,2.560470695,0.261006921,0.90633394,0.83249233,0.762881658,4.942893962,0.752762053
Cell_261,0.493299436,0.137383385,0.521595632,3.531029963,1.45054299,1.453494609,0.556735248,3.116957087,1.903808526,0.774021239,0.414821655,1.111696796,0.45508544,0.994315744,1.336295106,5.158261021,4.209040818,3.055553829,4.205529073,4.738345606,4.325949871,1.201335048,2.540207977,0.81511573,0.464133809,1.78259319,0.558307943,2.189623587,0.300487299,1.58971823
Cell_262,1.172168147,3.715657655,1.730467296,1.051436446,2.328167119,0.037698016,1.917078602,2.059911585,2.256091354,2.126828821,1.851123955,0.852272959,1.362554295,0.639569458,0.504111034,2.655586632,3.046467805,4.457465982,7.344595929,5.515220791,1.546416976,2.975880243,1.211876469,1.874623472,0.855426579,1.184074109,0.934649084,0.178084707,0.183907809,0.264760077
Cell_263,1.555898802,3.340680858,2.967507346,1.891104959,0.718487924,0.487436666,1.325109667,0.699726016,0.234969225,0.409247178,0.849208971,3.254686405,0.147536721,0.313845019,0.919372367,2.966074643,5.121542006,4.775244806,2.909892079,3.942155614,1.375205531,2.066519753,0.309655099,1.454727232,0.870979939,2.947030819,0.724341144,0.23696606,0.588865883,0.103110696
Cell_264,0.146526712,1.722944269,1.562243657,1.804155862,0.648927053,0.420967619,5.545921458,1.307433599,0.36639951,3.599083834,3.20640249,1.96352043,0.987434408,0.492976832,0.753281308,5.950602478,3.848206866,3.065348106,5.250854402,4.531263651,0.585635769,0.643049249,0.068039709,0.690155305,2.667855995,0.427434766,6.21325047,1.133332245,0.210812212,5.258029925
Cell_265,4.138250517,2.33781664,0.475595661,1.540369228,1.565677452,1.808525251,0.293961076,1.192805154,0.526782044,1.793489579,0.333792717,1.038492751,0.587941977,1.578142304,1.930576861,3.826750928,2.964100983,3.08982315,4.699433058,5.432649618,0.42504203,0.277834324,0.22007743,2.85801509,2.278043654,1.231287426,3.405218103,0.715467177,0.944800735,2.161411567
Cell_266,0.385719601,0.678470353,1.547664249,1.674980096,1.428840455,0.38522486,2.694890731,3.2047336,1.087682207,1.107817244,3.451348012,0.139083638,1.099337018,0.347726888,3.118162615,5.352665821,4.507768756,5.02466881,6.976564766,4.36132214,1.949918401,2.28664267,1.076225391,1.476365239,0.786580602,1.78697681,1.324581088,1.57480223,2.22849742,3.571965049
Cell_267,1.545441767,0.66353961,2.141839154,0.056431419,3.157359601,0.294785087,0.475568805,0.745755498,2.443173987,0.159408745,0.314526606,3.194879388,1.006420803,1.522479961,4.4075009,3.804257055,3.79454893,3.898788205,6.478690706,4.282973298,2.579681889,1.248717084,0.350989358,0.754624322,0.103979169,1.748144464,0.57685714,0.566547438,0.77831116,0.1717391
Cell_268,1.862472798,3.103667327,1.533859688,2.845440066,0.106067761,2.067879612,2.007820342,1.926890291,1.809223865,1.549540728,4.874667084,0.217175247,4.199079161,2.139228846,1.178239212,3.879144087,3.779241502,4.044337485,5.315114119,5.664189887,1.151842118,0.50924398,0.85318164,0.756920765,0.75727352,0.121474856,3.648870428,2.364609832,2.277409796,1.516493326
Cell_269,1.292305524,2.670058765,1.89322395,1.031935367,4.817288365,2.344007443,1.234006611,1.184584469,0.431114179,0.137492102,0.689426106,1.727725899,0.598898106,0.793977361,1.112290441,7.054129291,2.870698595,4.4920037,5.994928792,3.414645558,0.644573832,0.091430431,1.643793818,0.408218589,1.387576955,2.301675018,1.147869242,3.173257909,0.921815875,0.937019663
Cell_270,3.356760162,2.643364377,1.142891586,3.357290644,1.392632521,0.732172964,3.203624972,0.503096806,0.236054245,4.301084784,0.407956712,2.116645712,4.671030673,0.661612911,1.06578437,4.717579152,4.79513873,4.118104749,5.513284041,4.382151835,3.003503021,1.634978374,0.425436698,1.377687549,0.19264819,2.278376535,0.33449848,1.547280863,2.340361199,1.024398519
Cell_271,1.298382693,2.45683564,1.634433959,0.940760915,0.48718609,2.975482295,1.268610008,0.577579819,0.20090106,1.291213843,0.982660277,0.493265536,1.659825345,0.499776573,3.531589258,3.901349247,3.106049754,3.86637904,6.221263969,3.857139747,1.985337589,2.207795937,1.276559602,3.872092229,0.518118271,0.383504278,0.680647919,0.856397019,0.7971153,0.464087346
Cell_272,0.748995624,1.139401562,2.082128892,1.421871856,2.108580752,0.621235279,1.091860465,0.815928296,0.263616764,0.069635828,0.582887046,1.860142838,1.37228401,1.189938725,2.96274262,4.034973907,4.955325059,3.441784673,4.679182655,5.887507153,0.276153853,1.938983482,1.420830465,0.687520747,0.057783227,1.181114243,6.010522194,0.175314048,0.25095907,1.431604438
Cell_273,0.253233394,2.096212365,1.343533121,0.378302449,0.501099047,0.190508338,2.526789363,2.563197748,2.905731042,0.630724775,0.447144978,1.214679568,2.285065467,0.435206175,0.363687428,5.518976637,3.348048604,5.418245386,4.15153334,4.258144703,0.987542275,0.947095893,1.562985538,1.646585914,3.145905717,1.356642581,1.991176736,1.885493672,2.966190157,2.584547798
Cell_274,2.46015952,0.318244246,1.757732584,0.070148622,2.367993713,0.798475337,1.12288919,1.464823587,2.185799061,3.208436233,3.221483612,0.189625955,1.179195232,0.26491561,0.499699738,6.408310777,6.878533614,5.236019264,4.772535111,4.946953586,3.095546667,1.746421588,0.306954649,1.040633123,0.914064864,0.396520067,2.197356687,3.068772798,0.672143773,0.214789445
Cell_275,0.644736288,1.25145598,1.26952993,1.701532122,1.996296301,3.147202057,2.391008469,1.158244858,0.291349055,1.763831286,1.971267549,2.398219697,0.440109073,2.997489694,1.589480364,2.901630477,3.673338079,3.761673342,4.739812388,2.955633479,1.261681497,1.481263581,2.726282177,1.177746331,1.776583238,3.023975875,1.108174044,0.62602913,1.886270334,2.299845854
Cell_276,2.995212424,0.803992783,0.867120613,2.071935507,1.72992422,2.089579012,1.724247744,1.043660316,1.068039446,1.125229968,2.54676926,2.670913085,0.136443001,1.986279624,2.769198873,3.893929159,4.593360651,4.090139562,4.623334376,6.051919335,1.724809359,3.452126322,0.493868236,2.520173896,2.14201667,1.241338219,0.088230473,1.182581059,0.581140351,0.633513684
Cell_277,1.821604471,1.422761573,1.147608028,0.349797091,0.057147156,0.445092367,0.914169726,0.625864776,0.865769468,3.627084541,1.206984713,2.654195453,0.559708286,0.534548887,0.218816213,4.832391449,3.457405412,8.162035731,3.896049359,3.684967071,0.902259893,0.58646702,2.706099057,1.560781312,0.157967921,0.15059197,0.257088496,0.322343189,0.80382509,2.371039436
Cell_278,1.217487202,0.239574345,0.46043379,0.136070894,1.004464541,2.271639881,4.892089249,0.394895907,1.638731564,4.148069129,2.337906485,2.138192848,1.526480097,3.285220579,0.512574913,5.243178823,3.637258093,4.46010994,2.900640828,8.020497768,0.428169295,1.356455086,1.722966496,0.274828571,1.871184208,3.548450181,2.161771909,1.067209959,1.270180707,0.998705196
Cell_279,0.664603009,0.378539514,0.778253924,1.420745591,3.671648132,0.919136275,0.950066418,0.630912559,4.029477013,1.097413589,2.157135192,1.823870059,2.289460343,2.29792251,0.956734567,3.745021311,6.966575633,4.0429002,4.640529856,5.499736863,0.890521841,0.645040783,1.310060499,3.333601123,0.553236473,2.463387628,0.594745055,0.099104601,1.40768593,0.454336559
Cell_280,0.644596272,0.388638292,4.38138816,1.41412522,0.90626427,0.376550837,1.251131398,2.567942153,1.520101117,2.974195992,4.790298218,0.98306836,0.687416044,4.622556345,1.74135046,3.604017882,5.826709603,2.523475123,3.9914794,5.163966578,2.959967836,3.101838866,4.276338626,0.600789416,2.088828404,0.204241731,1.415248495,0.623757068,0.995455308,3.882736795
Cell_281,0.586008318,0.333543093,2.338141947,0.057281053,0.769319995,0.078989669,0.25159293,0.076439525,1.942488741,1.388505261,0.200093081,0.136688429,0.741750189,1.146630829,5.223642925,3.035563518,4.343386038,5.80363931,5.707764307,5.30493919,1.966606044,1.526072213,1.596085595,1.283203291,1.498030225,1.217155469,5.429859802,1.539902904,0.385301648,0.289790024
Cell_282,1.4371318,0.822996027,1.71441975,0.516098828,1.436257522,1.207762826,0.832978448,0.43574218,1.474344476,1.335616835,0.62071108,1.646891838,0.850954672,1.139559589,0.507335473,4.80621169,6.316016572,3.273069347,4.156019788,2.257404959,0.967414012,1.938766989,1.986179363,1.013671908,0.300108851,2.349874265,2.528966002,1.824798446,1.210239148,0.273307842
Cell_283,3.568666831,1.607510064,0.453979633,0.15797629,0.112605343,1.434472958,2.589873559,2.456327785,0.479565189,3.328625075,3.623254047,2.386742499,0.147760879,0.749189284,1.04924072,5.58924189,4.743449282,5.315480237,4.369270336,4.464025262,1.373925553,0.459946164,2.472200431,0.358799511,0.573309547,0.095939867,0.565409672,1.34778909,3.616405549,0.562195254
Cell_284,0.933856568,1.683654362,0.854323716,2.634704523,0.093480896,1.864522884,1.293017674,0.49476299,2.235217682,2.312052328,0.400369696,1.595293217,1.2283919,0.108907682,1.514000096,6.605565568,3.930761422,3.76674597,6.124462606,6.005820545,0.398557315,1.414395487,0.808367634,0.348863055,2.961723455,1.605309436,1.808458628,0.863278966,0.969773478,2.968796652
Cell_285,1.051988326,0.990827983,2.461636906,1.27889075,1.95158374,2.502737767,1.148217506,0.68662519,0.098726585,0.689896466,0.350146382,1.58971889,0.60005828,0.322003825,0.254587396,4.506688312,3.955635449,2.825187945,2.547563491,3.297104662,0.834927632,1.399824867,0.890507298,0.575308746,0.980591354,1.622596107,0.914950736,2.313762195,2.614599713,0.763476811
Cell_286,2.296939745,1.662654149,3.628672845,0.56440595,4.651634669,0.122372734,0.626664031,0.172900397,4.400408231,2.590070632,1.98723908,3.372430051,0.777565618,0.145336716,1.21618988,3.054677925,4.238520766,7.063012495,3.575575668,7.336815893,0.287251043,1.913645395,1.308485413,1.028530372,0.862268916,1.761921269,2.672765954,1.163793537,3.179250906,0.115189901
Cell_287,2.445636888,3.373390367,0.384373737,5.268421825,2.814759694,0.983108128,0.820807408,0.782138796,0.987140098,1.83854136,0.615065195,1.136125027,0.247960121,2.123299902,1.360585155,3.472101418,4.587117759,3.448738642,5.468983423,3.173354971,1.637786735,0.83250489,0.121255427,0.831898922,0.361885277,1.98525837,1.468621196,0.567687232,0.631171993,3.92468389
Cell_288,3.062030337,1.338896599,3.392677045,0.888294276,2.481883113,0.557451591,0.647418351,0.605287988,2.628855043,0.731020676,0.866611439,1.56096502,2.58173267,0.19481769,0.779794204,6.348586881,4.047334135,3.840655053,2.876842918,5.199860054,3.303324017,2.073877784,0.636509117,2.88980383,0.771068407,0.589406894,1.368806234,3.092502674,1.1979048,1.434403959
Cell_289,0.426638937,0.419182083,0.127702993,0.416941622,0.437513825,1.466538793,2.167496914,0.700730623,0.164574959,1.254874508,3.337718242,1.774038312,0.498889204,2.567729254,0.250143842,3.918522378,6.121572433,4.097671572,5.434212697,3.706184838,1.750537966,0.543591411,1.641627053,1.183941358,0.593381542,0.810116365,0.24110793,1.813335628,2.906825592,0.672562327
Cell_290,1.227230719,0.703806812,0.735261313,0.120184985,0.069998854,2.955223858,0.102680703,1.458621375,2.072875658,1.35058093,0.880919448,3.063280621,0.295660158,1.023701045,1.170208629,6.250582098,3.874556248,8.032041438,6.14362518,4.667639483,3.147352816,3.250744449,0.182867504,2.235328435,1.324368234,0.388274886,0.996299605,3.440149096,2.147758273,0.611030723
Cell_291,4.08861995,4.132453267,1.986536408,2.141442076,3.670100057,1.966896081,0.62291733,0.44669688,0.128817294,2.221393644,1.263337981,0.479180472,0.166402708,2.317096989,0.428928627,3.675608066,3.686914118,3.674179426,3.958494903,4.019796536,0.375617194,1.593422641,2.79854864,0.835070608,0.675253456,0.859539105,0.392106338,1.075611313,0.611334186,0.262707268
Cell_292,1.724349607,3.109193066,1.102451659,2.236241223,2.08646105,3.803215973,2.05142587,1.246275118,0.84305361,0.534634439,1.145570675,2.470236138,3.302043272,0.548991179,0.661499321,6.752789944,7.018416029,2.949395115,3.856651225,4.977219093,1.870617601,0.13898899,1.139124702,0.823973371,0.225635275,2.151401432,3.210151289,1.235944691,0.841959071,1.29972224
Cell_293,2.277852439,3.403869814,0.591740002,1.524498966,1.226801488,0.629757001,4.364238848,2.166827384,2.879909021,0.386987071,1.966454367,1.317401116,1.133948779,5.10960821,0.573778662,3.690485859,2.937351676,5.378339413,5.900993281,3.861342288,1.462979401,1.841720698,1.160303121,1.241986153,1.137602021,1.456485935,0.901415002,2.464442615,1.168297764,0.815340657
Cell_294,0.581278017,0.993836893,3.883046978,2.359287945,1.891283718,2.553635837,0.874669934,0.387063658,0.290608995,0.236550006,1.719687775,0.78049223,3.700407206,3.129085078,2.346670399,5.344637085,3.226063023,3.008177096,3.41870655,4.015833951,1.053266305,2.673559885,0.990541912,0.539674896,0.9913752,1.360933687,0.716068999,1.061351782,7.291875119,0.226742081
Cell_295,1.275553464,1.653626225,1.01221839,0.412199406,3.650296148,1.208154471,1.329280375,2.315363916,0.97277653,0.888829294,3.650172287,0.143410158,1.579070455,1.460410722,0.77198439,4.431641,6.219743472,3.177056769,4.91342448,3.525597367,2.005986247,1.677638314,0.058784444,0.481303587,0.567772939,0.407440915,0.649242707,1.326524556,2.495512628,0.269682344
